timestamp,source_ip,destination_ip,packet_size,malicious,anomaly
2024-11-17 12:06:15.311743,10.0.0.1,10.0.0.2,876,0,0
2024-11-17 12:06:16.311743,172.16.0.1,192.168.1.101,1459,1,1
2024-11-17 12:06:17.311743,172.16.0.1,192.168.1.100,1290,0,0
2024-11-17 12:06:18.311743,10.0.0.1,10.0.0.2,893,0,0
2024-11-17 12:06:19.311743,192.168.1.1,172.16.0.2,1181,0,0
2024-11-17 12:06:20.311743,10.0.0.1,10.0.0.2,1363,0,0
2024-11-17 12:06:21.311743,172.16.0.1,192.168.1.100,84,0,0
2024-11-17 12:06:22.311743,172.16.0.1,192.168.1.101,1272,0,0
2024-11-17 12:06:23.311743,192.168.1.1,192.168.1.101,1150,0,0
2024-11-17 12:06:24.311743,172.16.0.1,172.16.0.2,48,0,1
2024-11-17 12:06:25.311743,192.168.1.1,192.168.1.100,1171,0,0
2024-11-17 12:06:26.311743,192.168.1.1,192.168.1.100,1045,0,0
2024-11-17 12:06:27.311743,172.16.0.1,192.168.1.100,44,0,1
2024-11-17 12:06:28.311743,192.168.1.1,172.16.0.2,1020,0,0
2024-11-17 12:06:29.311743,192.168.1.1,192.168.1.101,183,1,0
2024-11-17 12:06:30.311743,192.168.1.1,192.168.1.100,1125,0,0
2024-11-17 12:06:31.311743,10.0.0.1,192.168.1.101,681,0,0
2024-11-17 12:06:32.311743,192.168.1.2,192.168.1.101,213,1,0
2024-11-17 12:06:33.311743,192.168.1.1,172.16.0.2,899,0,0
2024-11-17 12:06:34.311743,172.16.0.1,192.168.1.100,1281,0,0
2024-11-17 12:06:35.311743,192.168.1.2,192.168.1.100,1404,0,0
2024-11-17 12:06:36.311743,172.16.0.1,172.16.0.2,803,0,0
2024-11-17 12:06:37.311743,10.0.0.1,192.168.1.100,1121,0,0
2024-11-17 12:06:38.311743,192.168.1.2,10.0.0.2,142,0,0
2024-11-17 12:06:39.311743,192.168.1.2,172.16.0.2,1421,0,0
2024-11-17 12:06:40.311743,192.168.1.1,192.168.1.100,1130,1,0
2024-11-17 12:06:41.311743,192.168.1.1,192.168.1.101,279,0,0
2024-11-17 12:06:42.311743,172.16.0.1,192.168.1.101,1006,1,0
2024-11-17 12:06:43.311743,10.0.0.1,192.168.1.100,666,0,0
2024-11-17 12:06:44.311743,172.16.0.1,172.16.0.2,575,0,0
2024-11-17 12:06:45.311743,172.16.0.1,192.168.1.101,1276,0,0
2024-11-17 12:06:46.311743,172.16.0.1,172.16.0.2,509,0,0
2024-11-17 12:06:47.311743,192.168.1.2,10.0.0.2,114,0,0
2024-11-17 12:06:48.311743,10.0.0.1,10.0.0.2,1207,0,0
2024-11-17 12:06:49.311743,192.168.1.2,10.0.0.2,706,0,0
2024-11-17 12:06:50.311743,10.0.0.1,192.168.1.101,1496,0,1
2024-11-17 12:06:51.311743,192.168.1.2,192.168.1.101,1462,0,1
2024-11-17 12:06:52.311743,10.0.0.1,172.16.0.2,1180,1,0
2024-11-17 12:06:53.311743,172.16.0.1,10.0.0.2,1266,0,0
2024-11-17 12:06:54.311743,172.16.0.1,192.168.1.101,729,0,0
2024-11-17 12:06:55.311743,192.168.1.2,172.16.0.2,1483,0,1
2024-11-17 12:06:56.311743,192.168.1.1,10.0.0.2,471,0,0
2024-11-17 12:06:57.311743,10.0.0.1,192.168.1.100,50,0,1
2024-11-17 12:06:58.311743,10.0.0.1,192.168.1.100,1423,0,0
2024-11-17 12:06:59.311743,192.168.1.2,192.168.1.100,1359,0,0
2024-11-17 12:07:00.311743,192.168.1.1,192.168.1.101,570,0,0
2024-11-17 12:07:01.311743,192.168.1.2,192.168.1.101,274,0,0
2024-11-17 12:07:02.311743,10.0.0.1,172.16.0.2,1276,0,0
2024-11-17 12:07:03.311743,172.16.0.1,172.16.0.2,1132,0,0
2024-11-17 12:07:04.311743,192.168.1.1,192.168.1.100,51,0,0
2024-11-17 12:07:05.311743,192.168.1.1,10.0.0.2,820,0,0
2024-11-17 12:07:06.311743,192.168.1.2,192.168.1.100,307,0,0
2024-11-17 12:07:07.311743,10.0.0.1,172.16.0.2,160,0,0
2024-11-17 12:07:08.311743,172.16.0.1,10.0.0.2,571,0,0
2024-11-17 12:07:09.311743,10.0.0.1,192.168.1.100,758,1,0
2024-11-17 12:07:10.311743,172.16.0.1,172.16.0.2,768,0,0
2024-11-17 12:07:11.311743,172.16.0.1,192.168.1.101,324,0,0
2024-11-17 12:07:12.311743,192.168.1.2,192.168.1.100,992,0,0
2024-11-17 12:07:13.311743,172.16.0.1,10.0.0.2,676,0,0
2024-11-17 12:07:14.311743,192.168.1.2,192.168.1.101,238,0,0
2024-11-17 12:07:15.311743,192.168.1.2,192.168.1.100,1441,1,0
2024-11-17 12:07:16.311743,172.16.0.1,10.0.0.2,1093,0,0
2024-11-17 12:07:17.311743,172.16.0.1,192.168.1.101,836,0,0
2024-11-17 12:07:18.311743,192.168.1.1,192.168.1.101,671,0,0
2024-11-17 12:07:19.311743,192.168.1.2,172.16.0.2,1217,0,0
2024-11-17 12:07:20.311743,172.16.0.1,172.16.0.2,631,0,0
2024-11-17 12:07:21.311743,10.0.0.1,192.168.1.100,980,0,0
2024-11-17 12:07:22.311743,172.16.0.1,192.168.1.101,1302,0,0
2024-11-17 12:07:23.311743,192.168.1.2,192.168.1.100,326,0,0
2024-11-17 12:07:24.311743,192.168.1.1,172.16.0.2,1088,0,0
2024-11-17 12:07:25.311743,10.0.0.1,192.168.1.101,553,0,0
2024-11-17 12:07:26.311743,172.16.0.1,192.168.1.101,377,0,0
2024-11-17 12:07:27.311743,192.168.1.2,192.168.1.101,87,0,0
2024-11-17 12:07:28.311743,192.168.1.1,10.0.0.2,710,0,0
2024-11-17 12:07:29.311743,172.16.0.1,10.0.0.2,226,0,0
2024-11-17 12:07:30.311743,10.0.0.1,192.168.1.101,1427,0,0
2024-11-17 12:07:31.311743,172.16.0.1,172.16.0.2,1222,0,0
2024-11-17 12:07:32.311743,192.168.1.1,192.168.1.101,157,0,0
2024-11-17 12:07:33.311743,192.168.1.1,192.168.1.100,152,0,0
2024-11-17 12:07:34.311743,10.0.0.1,10.0.0.2,876,0,0
2024-11-17 12:07:35.311743,192.168.1.1,192.168.1.101,964,0,0
2024-11-17 12:07:36.311743,172.16.0.1,192.168.1.101,392,1,0
2024-11-17 12:07:37.311743,192.168.1.1,192.168.1.101,961,0,0
2024-11-17 12:07:38.311743,10.0.0.1,192.168.1.101,677,0,0
2024-11-17 12:07:39.311743,192.168.1.2,192.168.1.100,1039,0,0
2024-11-17 12:07:40.311743,192.168.1.1,10.0.0.2,1440,0,0
2024-11-17 12:07:41.311743,10.0.0.1,192.168.1.101,1206,0,0
2024-11-17 12:07:42.311743,10.0.0.1,192.168.1.101,136,0,0
2024-11-17 12:07:43.311743,172.16.0.1,10.0.0.2,900,0,0
2024-11-17 12:07:44.311743,192.168.1.2,192.168.1.100,1369,0,0
2024-11-17 12:07:45.311743,192.168.1.1,192.168.1.101,665,0,0
2024-11-17 12:07:46.311743,10.0.0.1,192.168.1.100,1253,0,0
2024-11-17 12:07:47.311743,172.16.0.1,192.168.1.100,265,1,0
2024-11-17 12:07:48.311743,192.168.1.1,192.168.1.101,405,0,0
2024-11-17 12:07:49.311743,10.0.0.1,10.0.0.2,516,0,0
2024-11-17 12:07:50.311743,10.0.0.1,192.168.1.100,1087,0,0
2024-11-17 12:07:51.311743,172.16.0.1,192.168.1.101,1395,0,0
2024-11-17 12:07:52.311743,192.168.1.1,192.168.1.101,910,0,0
2024-11-17 12:07:53.311743,192.168.1.2,192.168.1.101,1436,0,0
2024-11-17 12:07:54.311743,10.0.0.1,192.168.1.100,644,1,0
2024-11-17 12:07:55.311743,10.0.0.1,172.16.0.2,1353,0,0
2024-11-17 12:07:56.311743,172.16.0.1,192.168.1.101,1276,0,0
2024-11-17 12:07:57.311743,10.0.0.1,10.0.0.2,1149,0,0
2024-11-17 12:07:58.311743,172.16.0.1,172.16.0.2,1146,0,0
2024-11-17 12:07:59.311743,172.16.0.1,192.168.1.100,109,0,0
2024-11-17 12:08:00.311743,192.168.1.2,172.16.0.2,279,0,0
2024-11-17 12:08:01.311743,172.16.0.1,172.16.0.2,71,0,0
2024-11-17 12:08:02.311743,192.168.1.1,10.0.0.2,155,0,0
2024-11-17 12:08:03.311743,192.168.1.1,10.0.0.2,366,0,0
2024-11-17 12:08:04.311743,172.16.0.1,192.168.1.100,1104,0,0
2024-11-17 12:08:05.311743,172.16.0.1,172.16.0.2,1180,0,0
2024-11-17 12:08:06.311743,10.0.0.1,172.16.0.2,721,0,0
2024-11-17 12:08:07.311743,192.168.1.1,192.168.1.101,786,0,0
2024-11-17 12:08:08.311743,192.168.1.1,172.16.0.2,461,0,0
2024-11-17 12:08:09.311743,192.168.1.1,172.16.0.2,816,0,0
2024-11-17 12:08:10.311743,172.16.0.1,172.16.0.2,282,0,0
2024-11-17 12:08:11.311743,10.0.0.1,172.16.0.2,1376,0,0
2024-11-17 12:08:12.311743,192.168.1.1,172.16.0.2,135,0,0
2024-11-17 12:08:13.311743,192.168.1.1,192.168.1.100,647,0,0
2024-11-17 12:08:14.311743,172.16.0.1,172.16.0.2,499,0,0
2024-11-17 12:08:15.311743,192.168.1.1,172.16.0.2,1345,0,0
2024-11-17 12:08:16.311743,192.168.1.1,192.168.1.101,377,0,0
2024-11-17 12:08:17.311743,10.0.0.1,172.16.0.2,1188,0,0
2024-11-17 12:08:18.311743,10.0.0.1,192.168.1.100,943,0,0
2024-11-17 12:08:19.311743,192.168.1.2,172.16.0.2,456,0,0
2024-11-17 12:08:20.311743,172.16.0.1,192.168.1.100,982,0,0
2024-11-17 12:08:21.311743,10.0.0.1,10.0.0.2,650,0,0
2024-11-17 12:08:22.311743,172.16.0.1,10.0.0.2,1238,0,0
2024-11-17 12:08:23.311743,192.168.1.1,172.16.0.2,1270,0,0
2024-11-17 12:08:24.311743,10.0.0.1,172.16.0.2,657,0,0
2024-11-17 12:08:25.311743,192.168.1.2,172.16.0.2,1158,0,0
2024-11-17 12:08:26.311743,10.0.0.1,172.16.0.2,1002,0,0
2024-11-17 12:08:27.311743,10.0.0.1,192.168.1.100,632,0,0
2024-11-17 12:08:28.311743,192.168.1.2,192.168.1.101,1465,0,1
2024-11-17 12:08:29.311743,192.168.1.2,192.168.1.100,1150,0,0
2024-11-17 12:08:30.311743,172.16.0.1,192.168.1.100,1230,0,0
2024-11-17 12:08:31.311743,10.0.0.1,10.0.0.2,1036,0,0
2024-11-17 12:08:32.311743,10.0.0.1,10.0.0.2,364,0,0
2024-11-17 12:08:33.311743,192.168.1.1,192.168.1.101,1386,0,0
2024-11-17 12:08:34.311743,10.0.0.1,172.16.0.2,1483,0,1
2024-11-17 12:08:35.311743,192.168.1.1,192.168.1.100,1115,0,0
2024-11-17 12:08:36.311743,192.168.1.1,10.0.0.2,907,0,0
2024-11-17 12:08:37.311743,172.16.0.1,192.168.1.101,396,0,0
2024-11-17 12:08:38.311743,172.16.0.1,192.168.1.100,714,0,0
2024-11-17 12:08:39.311743,192.168.1.1,172.16.0.2,1174,0,0
2024-11-17 12:08:40.311743,192.168.1.2,192.168.1.101,444,0,0
2024-11-17 12:08:41.311743,192.168.1.2,10.0.0.2,1165,0,0
2024-11-17 12:08:42.311743,172.16.0.1,192.168.1.100,1034,1,0
2024-11-17 12:08:43.311743,192.168.1.1,192.168.1.100,1400,0,0
2024-11-17 12:08:44.311743,192.168.1.2,192.168.1.101,392,0,0
2024-11-17 12:08:45.311743,192.168.1.2,192.168.1.100,1132,0,0
2024-11-17 12:08:46.311743,192.168.1.2,10.0.0.2,254,0,0
2024-11-17 12:08:47.311743,192.168.1.1,192.168.1.100,240,0,0
2024-11-17 12:08:48.311743,192.168.1.1,192.168.1.101,178,0,0
2024-11-17 12:08:49.311743,192.168.1.1,192.168.1.101,873,0,0
2024-11-17 12:08:50.311743,10.0.0.1,192.168.1.101,82,0,0
2024-11-17 12:08:51.311743,192.168.1.2,10.0.0.2,42,0,1
2024-11-17 12:08:52.311743,10.0.0.1,192.168.1.101,989,0,0
2024-11-17 12:08:53.311743,192.168.1.2,10.0.0.2,318,0,0
2024-11-17 12:08:54.311743,192.168.1.1,192.168.1.101,778,0,0
2024-11-17 12:08:55.311743,10.0.0.1,192.168.1.100,1359,0,0
2024-11-17 12:08:56.311743,172.16.0.1,172.16.0.2,263,0,0
2024-11-17 12:08:57.311743,192.168.1.2,172.16.0.2,1283,0,0
2024-11-17 12:08:58.311743,10.0.0.1,172.16.0.2,356,0,0
2024-11-17 12:08:59.311743,172.16.0.1,192.168.1.101,552,0,0
2024-11-17 12:09:00.311743,192.168.1.2,192.168.1.100,880,0,0
2024-11-17 12:09:01.311743,192.168.1.1,192.168.1.100,622,0,0
2024-11-17 12:09:02.311743,192.168.1.2,192.168.1.100,578,0,0
2024-11-17 12:09:03.311743,192.168.1.2,172.16.0.2,1435,0,0
2024-11-17 12:09:04.311743,192.168.1.2,192.168.1.101,800,0,0
2024-11-17 12:09:05.311743,172.16.0.1,192.168.1.100,1096,0,0
2024-11-17 12:09:06.311743,10.0.0.1,172.16.0.2,1380,0,0
2024-11-17 12:09:07.311743,172.16.0.1,10.0.0.2,650,0,0
2024-11-17 12:09:08.311743,10.0.0.1,10.0.0.2,368,0,0
2024-11-17 12:09:09.311743,172.16.0.1,172.16.0.2,104,0,0
2024-11-17 12:09:10.311743,10.0.0.1,192.168.1.100,286,0,0
2024-11-17 12:09:11.311743,172.16.0.1,10.0.0.2,328,0,0
2024-11-17 12:09:12.311743,192.168.1.1,192.168.1.101,50,0,1
2024-11-17 12:09:13.311743,172.16.0.1,192.168.1.100,581,0,0
2024-11-17 12:09:14.311743,192.168.1.2,192.168.1.100,1361,0,0
2024-11-17 12:09:15.311743,192.168.1.1,172.16.0.2,1340,0,0
2024-11-17 12:09:16.311743,10.0.0.1,172.16.0.2,527,0,0
2024-11-17 12:09:17.311743,10.0.0.1,10.0.0.2,1401,0,0
2024-11-17 12:09:18.311743,192.168.1.2,172.16.0.2,790,0,0
2024-11-17 12:09:19.311743,192.168.1.1,192.168.1.101,125,0,0
2024-11-17 12:09:20.311743,10.0.0.1,192.168.1.100,181,1,0
2024-11-17 12:09:21.311743,10.0.0.1,192.168.1.101,1275,0,0
2024-11-17 12:09:22.311743,192.168.1.2,192.168.1.100,1447,0,0
2024-11-17 12:09:23.311743,10.0.0.1,192.168.1.101,1040,0,0
2024-11-17 12:09:24.311743,192.168.1.2,172.16.0.2,402,0,0
2024-11-17 12:09:25.311743,192.168.1.1,172.16.0.2,1425,0,0
2024-11-17 12:09:26.311743,192.168.1.1,192.168.1.101,510,0,0
2024-11-17 12:09:27.311743,192.168.1.2,10.0.0.2,73,0,0
2024-11-17 12:09:28.311743,172.16.0.1,192.168.1.101,268,0,0
2024-11-17 12:09:29.311743,192.168.1.2,172.16.0.2,1338,0,0
2024-11-17 12:09:30.311743,10.0.0.1,192.168.1.101,323,0,0
2024-11-17 12:09:31.311743,172.16.0.1,10.0.0.2,118,0,0
2024-11-17 12:09:32.311743,192.168.1.2,192.168.1.100,445,0,0
2024-11-17 12:09:33.311743,192.168.1.1,192.168.1.101,1359,0,0
2024-11-17 12:09:34.311743,192.168.1.2,10.0.0.2,759,0,0
2024-11-17 12:09:35.311743,192.168.1.2,192.168.1.100,925,0,0
2024-11-17 12:09:36.311743,192.168.1.1,192.168.1.100,959,0,0
2024-11-17 12:09:37.311743,172.16.0.1,192.168.1.100,869,0,0
2024-11-17 12:09:38.311743,192.168.1.1,10.0.0.2,51,0,0
2024-11-17 12:09:39.311743,192.168.1.2,192.168.1.101,1461,0,1
2024-11-17 12:09:40.311743,172.16.0.1,192.168.1.101,72,0,0
2024-11-17 12:09:41.311743,172.16.0.1,10.0.0.2,570,0,0
2024-11-17 12:09:42.311743,192.168.1.2,192.168.1.101,956,0,0
2024-11-17 12:09:43.311743,172.16.0.1,192.168.1.101,998,0,0
2024-11-17 12:09:44.311743,192.168.1.1,172.16.0.2,959,0,0
2024-11-17 12:09:45.311743,192.168.1.2,172.16.0.2,1176,0,0
2024-11-17 12:09:46.311743,10.0.0.1,172.16.0.2,53,0,0
2024-11-17 12:09:47.311743,172.16.0.1,192.168.1.100,808,0,0
2024-11-17 12:09:48.311743,10.0.0.1,192.168.1.101,296,0,0
2024-11-17 12:09:49.311743,172.16.0.1,192.168.1.101,1267,0,0
2024-11-17 12:09:50.311743,192.168.1.2,192.168.1.100,67,0,0
2024-11-17 12:09:51.311743,172.16.0.1,192.168.1.101,703,0,0
2024-11-17 12:09:52.311743,172.16.0.1,192.168.1.101,376,0,0
2024-11-17 12:09:53.311743,172.16.0.1,10.0.0.2,896,0,0
2024-11-17 12:09:54.311743,172.16.0.1,192.168.1.100,1479,0,1
2024-11-17 12:09:55.311743,192.168.1.2,192.168.1.100,863,0,0
2024-11-17 12:09:56.311743,192.168.1.2,10.0.0.2,1421,0,0
2024-11-17 12:09:57.311743,10.0.0.1,10.0.0.2,72,0,0
2024-11-17 12:09:58.311743,192.168.1.2,192.168.1.101,1212,1,0
2024-11-17 12:09:59.311743,172.16.0.1,10.0.0.2,1250,0,0
2024-11-17 12:10:00.311743,10.0.0.1,192.168.1.101,1344,0,0
2024-11-17 12:10:01.311743,172.16.0.1,192.168.1.101,493,0,0
2024-11-17 12:10:02.311743,192.168.1.1,10.0.0.2,481,0,0
2024-11-17 12:10:03.311743,192.168.1.2,10.0.0.2,1045,0,0
2024-11-17 12:10:04.311743,192.168.1.2,192.168.1.101,1124,0,0
2024-11-17 12:10:05.311743,192.168.1.2,192.168.1.100,641,0,0
2024-11-17 12:10:06.311743,192.168.1.1,172.16.0.2,506,0,0
2024-11-17 12:10:07.311743,192.168.1.2,192.168.1.101,858,0,0
2024-11-17 12:10:08.311743,192.168.1.2,192.168.1.100,974,0,0
2024-11-17 12:10:09.311743,172.16.0.1,192.168.1.101,159,0,0
2024-11-17 12:10:10.311743,172.16.0.1,172.16.0.2,1195,0,0
2024-11-17 12:10:11.311743,192.168.1.2,192.168.1.100,217,0,0
2024-11-17 12:10:12.311743,172.16.0.1,10.0.0.2,552,0,0
2024-11-17 12:10:13.311743,172.16.0.1,10.0.0.2,331,0,0
2024-11-17 12:10:14.311743,192.168.1.2,192.168.1.100,923,0,0
2024-11-17 12:10:15.311743,192.168.1.1,172.16.0.2,1040,0,0
2024-11-17 12:10:16.311743,192.168.1.1,10.0.0.2,973,0,0
2024-11-17 12:10:17.311743,192.168.1.1,172.16.0.2,886,1,0
2024-11-17 12:10:18.311743,192.168.1.1,172.16.0.2,1321,0,0
2024-11-17 12:10:19.311743,172.16.0.1,10.0.0.2,448,0,0
2024-11-17 12:10:20.311743,172.16.0.1,10.0.0.2,224,0,0
2024-11-17 12:10:21.311743,10.0.0.1,192.168.1.101,995,0,0
2024-11-17 12:10:22.311743,192.168.1.2,192.168.1.101,1143,0,0
2024-11-17 12:10:23.311743,192.168.1.1,192.168.1.101,674,0,0
2024-11-17 12:10:24.311743,172.16.0.1,192.168.1.101,920,0,0
2024-11-17 12:10:25.311743,172.16.0.1,172.16.0.2,118,0,0
2024-11-17 12:10:26.311743,192.168.1.1,10.0.0.2,570,0,0
2024-11-17 12:10:27.311743,172.16.0.1,172.16.0.2,1411,0,0
2024-11-17 12:10:28.311743,192.168.1.2,10.0.0.2,842,0,0
2024-11-17 12:10:29.311743,172.16.0.1,172.16.0.2,960,0,0
2024-11-17 12:10:30.311743,172.16.0.1,192.168.1.101,493,0,0
2024-11-17 12:10:31.311743,172.16.0.1,172.16.0.2,1308,0,0
2024-11-17 12:10:32.311743,172.16.0.1,10.0.0.2,749,0,0
2024-11-17 12:10:33.311743,172.16.0.1,192.168.1.101,1429,0,0
2024-11-17 12:10:34.311743,192.168.1.2,192.168.1.101,1220,1,0
2024-11-17 12:10:35.311743,192.168.1.2,172.16.0.2,1352,0,0
2024-11-17 12:10:36.311743,172.16.0.1,192.168.1.100,316,0,0
2024-11-17 12:10:37.311743,192.168.1.1,192.168.1.101,792,0,0
2024-11-17 12:10:38.311743,192.168.1.2,172.16.0.2,1479,0,1
2024-11-17 12:10:39.311743,10.0.0.1,192.168.1.100,968,0,0
2024-11-17 12:10:40.311743,172.16.0.1,10.0.0.2,1173,0,0
2024-11-17 12:10:41.311743,10.0.0.1,192.168.1.101,521,0,0
2024-11-17 12:10:42.311743,10.0.0.1,192.168.1.101,463,0,0
2024-11-17 12:10:43.311743,192.168.1.1,192.168.1.101,791,0,0
2024-11-17 12:10:44.311743,192.168.1.1,10.0.0.2,1078,0,0
2024-11-17 12:10:45.311743,10.0.0.1,192.168.1.101,807,0,0
2024-11-17 12:10:46.311743,10.0.0.1,192.168.1.101,989,0,0
2024-11-17 12:10:47.311743,10.0.0.1,172.16.0.2,28,0,1
2024-11-17 12:10:48.311743,192.168.1.1,10.0.0.2,564,0,0
2024-11-17 12:10:49.311743,192.168.1.2,192.168.1.100,1359,0,0
2024-11-17 12:10:50.311743,10.0.0.1,172.16.0.2,1080,0,0
2024-11-17 12:10:51.311743,192.168.1.2,192.168.1.100,692,1,0
2024-11-17 12:10:52.311743,192.168.1.1,172.16.0.2,1271,0,0
2024-11-17 12:10:53.311743,172.16.0.1,10.0.0.2,22,0,1
2024-11-17 12:10:54.311743,10.0.0.1,192.168.1.100,1227,0,0
2024-11-17 12:10:55.311743,192.168.1.1,192.168.1.100,1300,0,0
2024-11-17 12:10:56.311743,172.16.0.1,192.168.1.100,848,0,0
2024-11-17 12:10:57.311743,192.168.1.1,172.16.0.2,898,0,0
2024-11-17 12:10:58.311743,192.168.1.2,10.0.0.2,1295,0,0
2024-11-17 12:10:59.311743,192.168.1.1,192.168.1.101,858,0,0
2024-11-17 12:11:00.311743,172.16.0.1,172.16.0.2,836,0,0
2024-11-17 12:11:01.311743,192.168.1.1,192.168.1.101,176,0,0
2024-11-17 12:11:02.311743,10.0.0.1,172.16.0.2,218,0,0
2024-11-17 12:11:03.311743,10.0.0.1,192.168.1.100,51,0,0
2024-11-17 12:11:04.311743,10.0.0.1,10.0.0.2,1260,0,0
2024-11-17 12:11:05.311743,192.168.1.2,172.16.0.2,631,0,0
2024-11-17 12:11:06.311743,10.0.0.1,192.168.1.101,690,0,0
2024-11-17 12:11:07.311743,10.0.0.1,192.168.1.101,520,0,0
2024-11-17 12:11:08.311743,192.168.1.1,192.168.1.100,1284,0,0
2024-11-17 12:11:09.311743,192.168.1.1,10.0.0.2,1334,0,0
2024-11-17 12:11:10.311743,10.0.0.1,192.168.1.101,1472,0,1
2024-11-17 12:11:11.311743,192.168.1.1,192.168.1.101,767,0,0
2024-11-17 12:11:12.311743,172.16.0.1,10.0.0.2,1073,0,0
2024-11-17 12:11:13.311743,10.0.0.1,192.168.1.100,1011,0,0
2024-11-17 12:11:14.311743,192.168.1.2,192.168.1.101,1017,0,0
2024-11-17 12:11:15.311743,192.168.1.2,192.168.1.100,265,0,0
2024-11-17 12:11:16.311743,192.168.1.1,172.16.0.2,1062,0,0
2024-11-17 12:11:17.311743,10.0.0.1,10.0.0.2,1028,0,0
2024-11-17 12:11:18.311743,10.0.0.1,192.168.1.101,66,0,0
2024-11-17 12:11:19.311743,192.168.1.2,10.0.0.2,735,0,0
2024-11-17 12:11:20.311743,172.16.0.1,192.168.1.101,1020,0,0
2024-11-17 12:11:21.311743,192.168.1.2,10.0.0.2,265,0,0
2024-11-17 12:11:22.311743,192.168.1.1,192.168.1.100,1312,0,0
2024-11-17 12:11:23.311743,172.16.0.1,10.0.0.2,1488,0,1
2024-11-17 12:11:24.311743,10.0.0.1,192.168.1.101,193,0,0
2024-11-17 12:11:25.311743,192.168.1.2,172.16.0.2,963,0,0
2024-11-17 12:11:26.311743,10.0.0.1,192.168.1.101,1083,0,0
2024-11-17 12:11:27.311743,192.168.1.1,172.16.0.2,1038,0,0
2024-11-17 12:11:28.311743,172.16.0.1,192.168.1.101,231,0,0
2024-11-17 12:11:29.311743,192.168.1.1,10.0.0.2,648,0,0
2024-11-17 12:11:30.311743,192.168.1.1,192.168.1.101,90,0,0
2024-11-17 12:11:31.311743,10.0.0.1,192.168.1.101,947,0,0
2024-11-17 12:11:32.311743,10.0.0.1,192.168.1.100,73,0,0
2024-11-17 12:11:33.311743,192.168.1.1,192.168.1.101,409,0,0
2024-11-17 12:11:34.311743,192.168.1.1,192.168.1.100,550,0,0
2024-11-17 12:11:35.311743,192.168.1.1,192.168.1.101,197,0,0
2024-11-17 12:11:36.311743,192.168.1.1,192.168.1.100,454,0,0
2024-11-17 12:11:37.311743,192.168.1.2,172.16.0.2,997,0,0
2024-11-17 12:11:38.311743,192.168.1.2,10.0.0.2,1187,0,0
2024-11-17 12:11:39.311743,172.16.0.1,172.16.0.2,489,0,0
2024-11-17 12:11:40.311743,10.0.0.1,10.0.0.2,1462,0,1
2024-11-17 12:11:41.311743,172.16.0.1,192.168.1.101,1070,0,0
2024-11-17 12:11:42.311743,192.168.1.1,192.168.1.100,332,0,0
2024-11-17 12:11:43.311743,192.168.1.2,172.16.0.2,1238,0,0
2024-11-17 12:11:44.311743,10.0.0.1,192.168.1.100,668,0,0
2024-11-17 12:11:45.311743,192.168.1.1,172.16.0.2,116,0,0
2024-11-17 12:11:46.311743,192.168.1.1,10.0.0.2,1461,0,1
2024-11-17 12:11:47.311743,192.168.1.2,192.168.1.100,344,0,0
2024-11-17 12:11:48.311743,172.16.0.1,10.0.0.2,61,0,0
2024-11-17 12:11:49.311743,192.168.1.1,172.16.0.2,1356,0,0
2024-11-17 12:11:50.311743,10.0.0.1,192.168.1.100,268,0,0
2024-11-17 12:11:51.311743,192.168.1.2,172.16.0.2,81,0,0
2024-11-17 12:11:52.311743,192.168.1.1,192.168.1.101,411,0,0
2024-11-17 12:11:53.311743,192.168.1.1,192.168.1.100,1407,0,0
2024-11-17 12:11:54.311743,172.16.0.1,10.0.0.2,1135,0,0
2024-11-17 12:11:55.311743,172.16.0.1,192.168.1.100,1345,0,0
2024-11-17 12:11:56.311743,172.16.0.1,192.168.1.101,489,0,0
2024-11-17 12:11:57.311743,192.168.1.1,192.168.1.100,388,0,0
2024-11-17 12:11:58.311743,192.168.1.1,192.168.1.101,1223,0,0
2024-11-17 12:11:59.311743,192.168.1.1,172.16.0.2,591,0,0
2024-11-17 12:12:00.311743,10.0.0.1,192.168.1.100,950,0,0
2024-11-17 12:12:01.311743,192.168.1.1,172.16.0.2,1452,0,0
2024-11-17 12:12:02.311743,172.16.0.1,172.16.0.2,92,0,0
2024-11-17 12:12:03.311743,10.0.0.1,192.168.1.100,387,0,0
2024-11-17 12:12:04.311743,192.168.1.2,192.168.1.101,202,0,0
2024-11-17 12:12:05.311743,192.168.1.1,192.168.1.100,1253,0,0
2024-11-17 12:12:06.311743,192.168.1.1,192.168.1.101,221,0,0
2024-11-17 12:12:07.311743,192.168.1.1,192.168.1.101,1149,0,0
2024-11-17 12:12:08.311743,172.16.0.1,192.168.1.100,508,0,0
2024-11-17 12:12:09.311743,192.168.1.1,10.0.0.2,937,0,0
2024-11-17 12:12:10.311743,10.0.0.1,192.168.1.100,659,0,0
2024-11-17 12:12:11.311743,10.0.0.1,192.168.1.100,300,0,0
2024-11-17 12:12:12.311743,192.168.1.2,192.168.1.100,722,0,0
2024-11-17 12:12:13.311743,172.16.0.1,10.0.0.2,359,0,0
2024-11-17 12:12:14.311743,192.168.1.1,192.168.1.100,237,0,0
2024-11-17 12:12:15.311743,192.168.1.1,10.0.0.2,233,0,0
2024-11-17 12:12:16.311743,172.16.0.1,192.168.1.101,332,0,0
2024-11-17 12:12:17.311743,10.0.0.1,10.0.0.2,195,1,0
2024-11-17 12:12:18.311743,192.168.1.1,172.16.0.2,1489,0,1
